Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,1319,Sales,17,1,Life Sciences,1,746,4,Female,53,1,3,Sales Executive,3,Single,7313,26146,1,Y,No,18,3,3,80,1,26,1,2,7,7,5,4
44,No,Travel_Rarely,1134,Research & Development,5,3,Marketing,1,747,1,Female,35,4,1,Manufacturing Director,1,Married,1009,4457,1,Y,No,20,4,3,80,1,6,4,3,6,1,2,0
19,No,Travel_Rarely,615,Research & Development,8,5,Marketing,1,748,4,Female,77,4,1,Research Scientist,4,Married,2258,25832,1,Y,No,21,3,3,80,3,11,3,2,2,2,2,2
48,Yes,Travel_Frequently,394,Sales,5,4,Life Sciences,1,749,4,Male,49,4,2,Manager,4,Single,4303,2411,9,Y,Yes,14,3,4,80,0,0,1,2,0,0,0,0
35,No,Travel_Rarely,1209,Research & Development,1,4,Medical,1,750,4,Female,96,4,3,Laboratory Technician,4,Single,9636,25015,0,Y,Yes,12,3,2,80,0,1,2,2,1,1,1,1
41,No,Travel_Frequently,1334,Research & Development,8,4,Life Sciences,1,751,2,Female,84,3,3,Manufacturing Director,4,Divorced,9257,14760,3,Y,No,14,3,1,80,0,1,4,3,1,1,1,1
48,No,Travel_Frequently,159,Sales,5,2,Medical,1,752,2,Male,47,3,4,Sales Executive,2,Single,10161,10990,0,Y,No,11,3,4,80,0,17,2,3,5,2,1,3
25,No,Travel_Rarely,1086,Research & Development,1,2,Technical Degree,1,753,4,Female,50,4,2,Laboratory Technician,2,Single,3082,17223,5,Y,No,14,4,1,80,1,5,6,3,0,0,0,0
31,Yes,Travel_Rarely,952,Research & Development,8,1,Medical,1,754,2,Male,93,3,1,Laboratory Technician,3,Single,1009,15879,6,Y,Yes,14,3,4,80,2,3,3,2,3,3,1,3
35,No,Travel_Frequently,749,Research & Development,1,3,Technical Degree,1,755,1,Male,66,2,5,Laboratory Technician,1,Divorced,12523,22249,1,Y,No,18,4,1,80,1,15,2,3,2,2,2,2
31,No,Travel_Rarely,1456,Sales,2,2,Medical,1,756,3,Male,48,3,2,Sales Executive,4,Married,5504,22722,4,Y,No,11,4,2,80,0,2,4,3,2,2,2,2
53,Yes,Travel_Rarely,562,Research & Development,14,3,Life Sciences,1,757,1,Female,85,4,2,Research Scientist,1,Married,4438,23131,1,Y,Yes,12,3,1,80,0,3,2,1,2,2,1,2
30,No,Travel_Rarely,1070,Research & Development,1,4,Medical,1,758,4,Male,91,3,3,Healthcare Representative,4,Divorced,6780,17465,0,Y,No,13,3,3,80,2,6,2,3,3,1,1,3
33,No,Travel_Rarely,1450,Sales,9,4,Medical,1,759,3,Male,47,4,2,Sales Executive,1,Married,4111,8979,1,Y,No,20,3,3,80,1,4,2,2,3,0,3,3
39,No,Non-Travel,1335,Sales,27,4,Life Sciences,1,760,4,Male,59,2,1,Sales Executive,4,Married,2465,12795,1,Y,No,11,3,1,80,3,10,4,3,3,2,3,3
27,No,Travel_Rarely,1250,Research & Development,2,5,Life Sciences,1,761,4,Male,85,3,3,Manufacturing Director,1,Single,3926,6100,1,Y,No,16,3,2,80,1,5,1,3,5,3,2,3
34,No,Travel_Rarely,793,Research & Development,5,1,Medical,1,762,1,Male,71,3,3,Laboratory Technician,1,Single,5848,14096,1,Y,No,15,4,4,80,3,5,2,4,5,0,3,1
40,No,Travel_Rarely,391,Research & Development,8,1,Life Sciences,1,763,3,Female,82,1,2,Research Director,4,Divorced,4059,15076,1,Y,Yes,19,3,3,80,2,22,0,2,6,0,0,4
35,No,Travel_Rarely,1339,Sales,5,4,Life Sciences,1,764,4,Female,79,2,2,Manager,2,Married,6811,16996,3,Y,No,17,3,4,80,0,24,4,3,24,1,0,10
37,No,Travel_Frequently,1222,Research & Development,9,2,Medical,1,765,3,Male,33,2,1,Healthcare Representative,4,Married,1279,16695,1,Y,No,16,3,4,80,1,19,2,2,19,2,0,0
33,No,Travel_Rarely,1021,Research & Development,5,2,Life Sciences,1,766,4,Male,92,4,1,Healthcare Representative,3,Married,2771,23120,0,Y,No,13,3,4,80,1,22,2,3,3,2,0,1
24,Yes,Non-Travel,350,Sales,1,3,Other,1,767,4,Male,96,2,1,Manager,1,Married,2840,20605,2,Y,Yes,11,3,4,80,0,9,3,3,4,1,1,1
40,No,Travel_Rarely,834,Sales,1,2,Life Sciences,1,768,1,Female,85,3,1,Sales Executive,4,Single,4447,23091,1,Y,No,16,4,2,80,0,11,3,2,11,1,0,11
53,No,Travel_Rarely,626,Research & Development,12,3,Marketing,1,769,4,Male,78,1,5,Laboratory Technician,3,Single,14394,16044,0,Y,No,17,4,4,80,0,9,4,3,7,1,4,4
38,No,Travel_Frequently,1216,Sales,2,3,Medical,1,770,1,Male,51,3,3,Sales Executive,4,Single,7414,21227,0,Y,No,11,3,4,80,0,17,2,3,2,0,2,2
40,No,Non-Travel,806,Research & Development,17,3,Marketing,1,771,1,Male,41,3,3,Manufacturing Director,3,Single,6787,26913,2,Y,No,11,3,4,80,0,9,4,3,8,2,1,4
44,No,Travel_Rarely,873,Sales,12,4,Life Sciences,1,772,4,Female,78,3,2,Sales Executive,3,Divorced,4004,26678,1,Y,Yes,16,3,1,80,1,1,3,3,1,0,0,1
26,No,Travel_Frequently,677,Research & Development,1,3,Other,1,773,4,Female,42,3,1,Healthcare Representative,2,Single,2138,17610,5,Y,No,16,3,4,80,3,18,1,4,3,3,2,3
53,No,Travel_Frequently,943,Research & Development,2,2,Medical,1,774,3,Female,62,2,5,Manager,2,Single,11849,22132,0,Y,No,12,3,4,80,1,16,4,4,2,2,0,1
39,No,Travel_Rarely,845,Sales,3,2,Technical Degree,1,775,2,Female,76,3,2,Manager,3,Married,5830,16893,0,Y,Yes,13,3,4,80,0,19,3,4,2,2,2,2
52,No,Travel_Rarely,268,Research & Development,8,3,Life Sciences,1,776,2,Male,93,3,1,Healthcare Representative,3,Divorced,3130,11609,1,Y,Yes,11,3,1,80,0,2,3,3,0,0,0,0
31,Yes,Non-Travel,1376,Research & Development,15,4,Life Sciences,1,777,2,Male,46,2,2,Laboratory Technician,3,Single,5888,7533,9,Y,No,20,3,2,80,0,3,5,3,3,1,2,1
54,No,Travel_Rarely,1311,Sales,1,4,Medical,1,778,2,Male,63,3,4,Sales Representative,3,Single,11889,12582,3,Y,No,11,3,4,80,1,4,3,3,2,1,0,2
45,No,Travel_Rarely,350,Sales,3,4,Life Sciences,1,779,2,Male,97,2,4,Sales Executive,3,Married,12794,18474,1,Y,No,17,3,3,80,2,8,0,2,1,1,1,0
43,No,Travel_Rarely,441,Research & Development,4,2,Medical,1,780,3,Male,68,2,1,Laboratory Technician,1,Married,2687,20848,0,Y,No,15,3,3,80,0,2,4,3,1,1,1,1
40,No,Travel_Frequently,1263,Sales,2,3,Life Sciences,1,781,4,Male,30,3,4,Sales Executive,2,Married,11649,4697,2,Y,Yes,20,3,4,80,1,5,2,3,5,0,1,2
35,No,Travel_Rarely,210,Research & Development,7,3,Medical,1,782,2,Male,34,3,1,Research Director,3,Divorced,1973,7841,1,Y,No,12,3,1,80,1,2,3,4,2,2,1,2
48,No,Travel_Rarely,931,Research & Development,6,3,Other,1,783,1,Female,69,2,1,Healthcare Representative,1,Divorced,4278,5627,3,Y,No,15,3,3,80,0,3,2,3,1,1,1,1
39,No,Travel_Frequently,518,Research & Development,3,3,Medical,1,784,4,Female,92,3,4,Manufacturing Director,2,Divorced,11592,26043,2,Y,No,11,4,2,80,0,13,2,3,1,0,1,1
20,No,Travel_Rarely,527,Research & Development,7,3,Technical Degree,1,785,4,Female,30,4,4,Research Director,1,Married,11513,10678,1,Y,No,11,3,2,80,1,21,3,3,4,4,4,0
28,No,Travel_Frequently,1169,Sales,4,3,Medical,1,786,4,Female,64,4,2,Sales Executive,4,Married,5141,19729,0,Y,Yes,17,3,2,80,1,0,2,4,0,0,0,0
36,No,Travel_Frequently,443,Research & Development,4,4,Medical,1,787,1,Male,46,4,2,Research Scientist,4,Single,3997,5060,4,Y,No,11,4,2,80,0,9,3,2,2,2,0,2
40,Yes,Travel_Rarely,1104,Research & Development,3,2,Other,1,788,1,Female,89,3,4,Research Scientist,1,Divorced,7908,13414,2,Y,Yes,14,3,1,80,0,0,4,3,0,0,0,0
37,Yes,Travel_Rarely,302,Research & Development,7,4,Technical Degree,1,789,3,Male,30,3,3,Research Scientist,1,Married,7440,12852,5,Y,Yes,19,3,3,80,1,1,2,3,1,1,0,1
49,No,Travel_Rarely,479,Sales,5,2,Technical Degree,1,790,3,Female,33,3,4,Sales Executive,4,Single,12300,9665,1,Y,No,18,3,4,80,0,13,3,2,3,3,1,1
20,No,Travel_Rarely,1229,Research & Development,2,1,Life Sciences,1,791,3,Male,38,2,2,Manufacturing Director,3,Married,4535,21485,3,Y,Yes,13,3,3,80,2,15,4,1,15,6,0,1
39,No,Travel_Rarely,559,Research & Development,1,5,Medical,1,792,3,Female,74,3,5,Healthcare Representative,4,Single,13678,26291,0,Y,No,11,3,2,80,0,19,3,3,0,0,0,0
21,No,Travel_Rarely,1092,Research & Development,1,5,Life Sciences,1,793,1,Male,61,3,5,Research Director,4,Married,13766,18400,1,Y,Yes,17,3,1,80,0,7,3,3,2,2,1,2
44,No,Travel_Frequently,1002,Research & Development,1,1,Medical,1,794,3,Male,98,3,1,Research Scientist,3,Married,2074,9300,3,Y,No,20,3,4,80,0,22,2,1,12,0,3,5
37,No,Travel_Rarely,733,Research & Development,5,3,Medical,1,795,3,Female,43,4,4,Healthcare Representative,1,Married,11975,10478,4,Y,Yes,13,3,4,80,3,2,2,3,2,2,2,0
41,No,Travel_Rarely,1487,Sales,2,2,Technical Degree,1,796,3,Male,80,2,2,Sales Executive,4,Divorced,1009,10612,1,Y,No,12,4,2,80,2,3,2,3,1,1,1,1
30,No,Non-Travel,1153,Sales,5,3,Human Resources,1,797,3,Female,52,3,2,Sales Executive,4,Single,3166,6214,4,Y,Yes,13,3,2,80,2,2,2,4,2,2,2,2
49,No,Travel_Rarely,1232,Research & Development,4,4,Medical,1,798,3,Female,75,2,2,Manufacturing Director,3,Married,3627,22675,3,Y,No,17,3,3,80,0,18,3,4,8,8,3,1
47,No,Travel_Frequently,641,Sales,7,5,Life Sciences,1,799,2,Female,56,3,1,Sales Executive,3,Married,1270,14598,1,Y,No,20,3,4,80,2,3,1,3,2,1,2,2
43,No,Travel_Rarely,1311,Sales,12,3,Technical Degree,1,800,2,Female,65,1,2,Sales Executive,2,Married,5504,6931,5,Y,No,11,3,3,80,2,2,5,4,2,1,2,2
36,No,Travel_Rarely,296,Sales,6,3,Life Sciences,1,801,3,Female,97,3,4,Sales Executive,2,Divorced,10435,6119,2,Y,No,11,3,3,80,0,11,4,1,2,1,1,2
43,No,Travel_Rarely,1271,Research & Development,1,3,Medical,1,802,1,Male,61,3,1,Research Scientist,4,Married,3091,6351,3,Y,Yes,24,3,4,80,3,1,2,3,1,1,1,1
31,No,Travel_Rarely,873,Research & Development,1,3,Life Sciences,1,803,3,Female,95,3,2,Research Scientist,4,Married,5894,16716,2,Y,Yes,15,3,4,80,2,1,0,3,1,1,1,1
45,No,Travel_Rarely,973,Research & Development,2,4,Life Sciences,1,804,4,Female,71,3,5,Healthcare Representative,3,Single,11075,23251,2,Y,Yes,16,3,1,80,3,1,3,2,1,1,1,1
52,No,Travel_Rarely,790,Research & Development,5,4,Other,1,805,2,Female,79,3,2,Manager,4,Divorced,3173,11171,5,Y,No,13,3,4,80,2,0,3,3,0,0,0,0
47,No,Travel_Rarely,229,Sales,1,3,Life Sciences,1,806,1,Male,86,3,2,Sales Executive,1,Married,5594,6047,1,Y,No,17,3,3,80,1,13,5,2,3,3,2,2
31,No,Travel_Frequently,207,Sales,4,3,Medical,1,807,4,Female,93,3,2,Sales Representative,2,Married,4055,20772,0,Y,Yes,19,3,4,80,3,9,2,4,3,3,1,3
41,Yes,Travel_Frequently,453,Sales,20,3,Life Sciences,1,808,2,Female,75,3,2,Sales Executive,3,Single,2644,8411,5,Y,No,16,4,3,80,0,3,1,3,3,3,3,3
26,No,Travel_Rarely,1474,Research & Development,1,1,Human Resources,1,809,1,Female,83,4,3,Healthcare Representative,1,Single,8957,5561,4,Y,No,22,3,3,80,1,3,5,3,3,0,1,1
43,No,Travel_Frequently,935,Research & Development,27,4,Technical Degree,1,810,2,Male,82,3,3,Laboratory Technician,3,Married,9593,19510,1,Y,Yes,14,3,3,80,0,18,2,2,10,6,7,3
42,No,Travel_Rarely,415,Human Resources,17,3,Life Sciences,1,811,4,Male,58,3,2,Human Resources,2,Divorced,7336,3565,1,Y,No,14,3,3,80,1,8,3,2,3,1,3,2
21,No,Travel_Rarely,1102,Sales,16,3,Life Sciences,1,812,2,Male,66,4,4,Sales Executive,4,Married,10281,7207,3,Y,No,16,3,1,80,1,13,1,4,6,1,2,5
27,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,813,3,Female,98,4,2,Research Scientist,4,Divorced,5939,24168,0,Y,No,17,3,3,80,1,7,4,3,3,3,0,0
35,No,Travel_Rarely,1446,Sales,1,4,Life Sciences,1,814,3,Female,43,4,1,Sales Executive,3,Married,4555,25283,1,Y,No,16,3,3,80,2,3,1,4,3,3,1,3
35,Yes,Travel_Rarely,485,Sales,1,2,Medical,1,815,1,Male,56,3,3,Sales Executive,1,Married,6538,22549,0,Y,Yes,11,4,2,80,0,39,3,3,1,1,1,0
27,No,Non-Travel,1103,Research & Development,1,4,Life Sciences,1,816,2,Male,34,3,3,Research Scientist,3,Single,9166,9833,2,Y,No,16,3,4,80,1,9,3,2,2,2,2,0
41,No,Travel_Rarely,118,Research & Development,1,4,Life Sciences,1,817,4,Male,73,3,2,Manager,4,Divorced,5413,3242,0,Y,No,14,4,2,80,0,2,5,3,2,2,0,2
40,No,Travel_Rarely,1495,Research & Development,4,5,Marketing,1,818,3,Male,44,3,1,Research Scientist,3,Single,3871,26710,2,Y,No,13,3,3,80,0,6,0,3,6,1,0,4
36,No,Travel_Rarely,1191,Research & Development,16,3,Life Sciences,1,819,1,Female,96,4,1,Research Scientist,1,Divorced,2779,24958,3,Y,No,15,3,1,80,1,4,2,2,4,4,0,4
31,No,Travel_Rarely,987,Research & Development,3,2,Technical Degree,1,820,1,Female,30,3,1,Laboratory Technician,1,Divorced,4444,22234,2,Y,No,12,3,3,80,1,3,1,3,3,2,2,3
47,Yes,Travel_Frequently,1238,Sales,3,3,Life Sciences,1,821,3,Male,53,4,1,Sales Executive,2,Divorced,2835,14042,0,Y,Yes,11,3,2,80,0,30,4,3,1,1,1,1
52,No,Non-Travel,172,Research & Development,10,3,Life Sciences,1,822,4,Male,91,3,3,Research Scientist,2,Married,5274,17639,0,Y,No,11,3,3,80,0,23,3,2,4,2,0,4
33,No,Travel_Rarely,1186,Research & Development,1,2,Other,1,823,2,Male,86,3,1,Laboratory Technician,4,Married,4678,9502,1,Y,No,22,3,2,80,0,2,3,3,2,1,1,2
32,No,Travel_Rarely,545,Research & Development,4,3,Medical,1,824,3,Female,49,4,3,Research Scientist,4,Married,6079,13696,2,Y,Yes,17,3,1,80,1,5,1,3,5,1,3,0
42,No,Travel_Rarely,1070,Research & Development,3,3,Marketing,1,825,1,Male,87,3,1,Laboratory Technician,2,Single,4380,25739,3,Y,No,15,4,4,80,1,16,3,3,12,1,4,1
34,Yes,Travel_Rarely,1439,Sales,17,4,Life Sciences,1,826,2,Male,43,4,1,Sales Executive,2,Married,2365,13252,0,Y,Yes,13,3,3,80,0,3,2,3,3,1,3,1
36,No,Travel_Rarely,584,Research & Development,7,1,Medical,1,827,1,Male,82,3,2,Laboratory Technician,2,Single,6764,15397,3,Y,No,11,3,2,80,1,10,2,3,8,5,3,2
44,No,Travel_Frequently,1369,Research & Development,9,3,Marketing,1,828,4,Female,64,3,1,Laboratory Technician,4,Married,4202,17162,3,Y,No,13,3,1,80,0,13,4,2,7,4,0,7
20,No,Travel_Rarely,618,Sales,1,4,Life Sciences,1,829,3,Female,91,3,4,Sales Executive,3,Single,10645,25141,1,Y,Yes,18,3,4,80,1,12,1,4,12,4,1,7
49,No,Travel_Frequently,1495,Research & Development,24,4,Technical Degree,1,830,4,Female,90,4,1,Research Scientist,3,Single,3263,5890,1,Y,Yes,19,3,1,80,0,13,3,4,3,2,3,3
38,No,Travel_Rarely,418,Research & Development,4,4,Medical,1,831,4,Male,48,3,2,Manufacturing Director,3,Married,5634,5541,5,Y,No,18,4,4,80,3,13,4,3,13,6,10,13
34,No,Travel_Rarely,1146,Research & Development,11,4,Life Sciences,1,832,4,Male,71,3,4,Healthcare Representative,3,Married,6979,10370,4,Y,No,16,3,3,80,0,37,5,1,18,1,2,2
37,Yes,Travel_Rarely,799,Research & Development,28,5,Medical,1,833,2,Male,73,3,2,Research Scientist,2,Married,5177,13704,9,Y,Yes,20,3,2,80,1,5,4,3,5,4,3,1
37,No,Travel_Rarely,822,Research & Development,6,3,Medical,1,834,1,Female,30,3,1,Research Scientist,2,Single,1009,26310,1,Y,No,14,3,4,80,1,23,2,3,9,1,7,3
22,Yes,Travel_Rarely,332,Research & Development,6,3,Life Sciences,1,835,4,Male,97,2,2,Manager,3,Married,5257,14831,6,Y,No,19,3,4,80,0,0,3,4,0,0,0,0
51,No,Travel_Rarely,965,Research & Development,1,1,Life Sciences,1,836,4,Male,75,3,3,Research Scientist,3,Single,5786,12449,0,Y,Yes,14,3,2,80,0,4,1,4,1,1,0,1
38,No,Travel_Rarely,1203,Sales,4,1,Life Sciences,1,837,4,Female,80,2,5,Sales Executive,2,Married,10723,6551,1,Y,No,12,3,3,80,0,1,1,3,1,1,1,1
42,No,Travel_Rarely,664,Research & Development,17,2,Life Sciences,1,838,1,Female,61,3,4,Healthcare Representative,1,Married,12407,23848,2,Y,Yes,11,3,3,80,2,12,3,2,2,2,2,1
46,No,Travel_Rarely,870,Research & Development,1,2,Marketing,1,839,2,Male,48,3,1,Laboratory Technician,2,Married,4104,13245,1,Y,Yes,11,3,4,80,0,1,4,4,1,1,1,1
28,No,Non-Travel,909,Research & Development,22,2,Medical,1,840,4,Male,68,3,5,Research Scientist,3,Married,12494,12516,2,Y,No,18,3,3,80,1,21,1,3,14,1,4,2
42,No,Travel_Frequently,631,Research & Development,10,2,Other,1,841,1,Male,43,4,1,Research Scientist,3,Married,2777,13009,0,Y,Yes,12,3,2,80,1,11,1,3,1,1,1,1
35,No,Non-Travel,391,Sales,5,1,Life Sciences,1,842,3,Female,58,3,1,Manager,4,Married,2128,17781,5,Y,No,11,3,1,80,0,0,3,3,0,0,0,0
45,No,Travel_Rarely,1343,Research & Development,7,4,Medical,1,843,3,Female,71,4,4,Research Scientist,1,Married,10855,4733,2,Y,No,18,3,2,80,0,14,2,3,7,2,0,0
18,No,Travel_Rarely,201,Sales,1,1,Technical Degree,1,844,1,Male,43,2,1,Sales Representative,2,Married,1486,9781,6,Y,No,16,4,2,80,2,22,3,3,3,3,3,3
37,No,Travel_Rarely,250,Research & Development,2,4,Medical,1,845,2,Male,40,1,1,Manager,2,Married,3991,15792,0,Y,Yes,19,3,2,80,0,12,2,2,4,2,1,0
32,Yes,Travel_Rarely,1280,Research & Development,3,2,Medical,1,846,2,Female,76,4,1,Laboratory Technician,3,Single,2120,19408,2,Y,Yes,17,4,3,80,0,0,1,3,0,0,0,0
41,No,Non-Travel,496,Research & Development,4,4,Life Sciences,1,847,1,Female,53,3,2,Research Scientist,3,Married,4370,15775,1,Y,Yes,12,3,1,80,1,21,3,3,1,1,1,1
42,No,Travel_Rarely,477,Human Resources,22,4,Life Sciences,1,848,3,Male,51,2,3,Human Resources,4,Married,7533,15144,2,Y,No,15,3,2,80,0,15,4,1,0,0,0,0
31,No,Travel_Rarely,203,Research & Development,4,4,Life Sciences,1,849,2,Male,78,4,2,Research Scientist,2,Single,4113,16508,3,Y,No,16,3,3,80,1,5,3,2,5,0,4,1
31,Yes,Travel_Frequently,883,Research & Development,7,4,Other,1,850,2,Male,84,3,1,Research Scientist,3,Single,2993,20299,1,Y,Yes,12,3,2,80,0,4,4,2,2,2,2,2
37,No,Travel_Rarely,193,Research & Development,2,1,Life Sciences,1,851,4,Male,84,4,2,Research Director,4,Single,4194,7996,1,Y,No,11,3,1,80,3,7,2,3,4,4,0,4
30,No,Travel_Frequently,512,Sales,12,5,Technical Degree,1,852,3,Female,99,3,4,Sales Representative,4,Divorced,10703,15626,3,Y,Yes,13,3,1,80,0,22,4,4,22,9,2,1
45,No,Travel_Rarely,507,Research & Development,7,4,Medical,1,853,3,Female,64,3,4,Healthcare Representative,4,Married,11824,24305,2,Y,Yes,23,3,1,80,3,3,2,2,3,1,3,1
34,Yes,Travel_Frequently,122,Sales,5,4,Life Sciences,1,854,4,Female,73,3,1,Sales Executive,4,Single,1421,22287,1,Y,Yes,14,4,4,80,0,1,4,2,1,1,0,1
18,Yes,Travel_Rarely,733,Research & Development,26,4,Medical,1,855,4,Male,65,3,5,Manufacturing Director,4,Married,12304,11879,2,Y,No,20,3,3,80,0,22,3,4,5,5,4,1
34,No,Travel_Rarely,120,Research & Development,20,3,Technical Degree,1,856,1,Female,44,3,3,Manager,2,Married,8192,16400,2,Y,Yes,13,3,1,80,2,0,2,4,0,0,0,0
28,No,Travel_Frequently,254,Research & Development,10,4,Technical Degree,1,857,3,Male,74,3,1,Manufacturing Director,2,Divorced,1846,24009,3,Y,No,18,3,3,80,0,27,2,1,8,8,1,5
23,Yes,Travel_Frequently,402,Research & Development,23,3,Life Sciences,1,858,3,Male,91,1,1,Laboratory Technician,1,Single,3196,17111,0,Y,Yes,19,3,2,80,0,4,3,3,4,4,1,1
26,No,Travel_Rarely,514,Research & Development,7,3,Life Sciences,1,859,2,Male,79,3,1,Healthcare Representative,4,Single,3333,11406,2,Y,No,19,4,3,80,0,8,1,3,4,4,4,4
39,No,Travel_Rarely,303,Research & Development,16,1,Life Sciences,1,860,4,Male,42,2,3,Laboratory Technician,4,Divorced,9125,4018,2,Y,No,17,3,3,80,3,2,5,3,1,1,1,1
50,Yes,Travel_Rarely,240,Sales,5,5,Life Sciences,1,861,4,Female,60,4,1,Sales Executive,1,Single,1591,4534,3,Y,Yes,20,4,3,80,0,26,2,3,4,1,1,4
40,No,Travel_Rarely,125,Research & Development,1,2,Medical,1,862,4,Male,34,3,2,Laboratory Technician,3,Single,3586,25491,6,Y,No,17,4,2,80,1,15,2,4,7,0,4,1
32,No,Travel_Rarely,113,Research & Development,29,2,Technical Degree,1,863,2,Male,37,3,1,Healthcare Representative,4,Divorced,2039,5536,1,Y,No,22,3,1,80,1,28,2,1,7,7,0,3
42,No,Travel_Rarely,236,Research & Development,2,3,Life Sciences,1,864,2,Male,42,4,4,Healthcare Representative,4,Married,8548,19685,1,Y,Yes,11,3,4,80,0,13,0,2,1,1,0,1
33,No,Travel_Frequently,1037,Research & Development,3,4,Marketing,1,865,4,Male,70,3,1,Laboratory Technician,3,Single,3347,7676,0,Y,No,16,3,4,80,0,2,3,3,0,0,0,0
31,No,Non-Travel,182,Research & Development,2,3,Medical,1,866,3,Male,46,4,4,Research Scientist,4,Single,8257,10347,1,Y,No,16,3,4,80,3,4,3,3,4,2,3,2
27,No,Travel_Rarely,1480,Research & Development,4,2,Life Sciences,1,867,2,Male,61,3,5,Research Scientist,2,Single,16000,10448,0,Y,No,12,3,1,80,1,7,4,4,1,1,1,1
22,No,Travel_Rarely,1195,Research & Development,3,1,Life Sciences,1,868,4,Female,34,2,1,Research Scientist,2,Single,4444,6741,4,Y,No,17,3,4,80,1,10,0,3,2,2,2,2
34,No,Travel_Rarely,1329,Sales,8,4,Marketing,1,869,2,Male,38,3,2,Sales Executive,3,Divorced,5019,16608,4,Y,No,11,3,4,80,0,29,5,1,10,6,2,1
39,No,Non-Travel,692,Sales,29,5,Technical Degree,1,870,2,Male,63,3,1,Sales Executive,2,Married,3801,25880,1,Y,No,13,3,4,80,0,5,2,3,4,4,1,3
37,No,Travel_Rarely,1093,Research & Development,1,4,Marketing,1,871,4,Male,30,4,4,Manufacturing Director,1,Married,7545,18345,1,Y,Yes,11,3,2,80,1,13,5,3,1,0,1,1
34,No,Travel_Rarely,1404,Research & Development,14,3,Life Sciences,1,872,1,Female,69,3,2,Laboratory Technician,4,Divorced,8785,11369,0,Y,No,21,3,4,80,1,36,1,4,4,4,1,4
29,No,Travel_Frequently,812,Research & Development,1,4,Life Sciences,1,873,1,Male,83,3,1,Laboratory Technician,4,Married,1615,15633,5,Y,No,14,3,1,80,1,2,4,3,2,1,2,2
43,No,Travel_Rarely,1419,Research & Development,1,3,Life Sciences,1,874,2,Male,61,3,1,Research Scientist,4,Single,2319,18716,5,Y,No,23,4,3,80,0,22,3,3,4,4,1,2
26,No,Travel_Rarely,898,Research & Development,9,3,Medical,1,875,3,Male,79,3,2,Manager,2,Married,2216,12901,1,Y,Yes,18,3,2,80,3,6,2,3,6,0,0,2
45,No,Travel_Rarely,1281,Research & Development,19,3,Marketing,1,876,1,Male,88,2,5,Healthcare Representative,3,Divorced,13229,13079,2,Y,No,17,3,4,80,0,15,1,3,2,0,1,2
29,No,Travel_Frequently,832,Sales,2,3,Life Sciences,1,877,3,Male,91,3,3,Sales Representative,2,Divorced,5840,16513,1,Y,No,13,3,4,80,0,4,3,3,4,0,0,3
31,No,Travel_Rarely,378,Sales,4,4,Technical Degree,1,878,3,Female,40,4,4,Sales Executive,1,Single,10152,5880,1,Y,No,11,3,2,80,2,4,0,2,1,1,0,1
24,No,Travel_Rarely,1390,Research & Development,2,3,Medical,1,879,4,Female,52,4,2,Healthcare Representative,3,Married,4184,13398,0,Y,No,17,4,3,80,1,0,3,4,0,0,0,0
33,Yes,Travel_Rarely,150,Research & Development,21,3,Marketing,1,880,2,Male,55,3,1,Laboratory Technician,1,Married,1009,10723,2,Y,No,15,3,1,80,0,39,3,3,9,0,1,2
46,No,Travel_Frequently,711,Research & Development,3,2,Other,1,881,4,Female,92,3,5,Healthcare Representative,1,Divorced,11293,10390,0,Y,No,11,4,3,80,1,18,3,3,2,1,0,2
42,No,Non-Travel,394,Sales,5,1,Life Sciences,1,882,2,Female,75,2,1,Manager,4,Single,2839,16966,0,Y,No,11,3,2,80,0,1,6,4,1,1,1,1
46,No,Travel_Rarely,1146,Research & Development,20,3,Human Resources,1,883,3,Male,98,3,5,Healthcare Representative,1,Married,10578,14763,0,Y,No,12,4,1,80,0,40,2,3,1,0,1,1
42,No,Travel_Frequently,573,Research & Development,7,2,Life Sciences,1,884,3,Male,35,3,2,Research Director,4,Divorced,3877,9354,1,Y,No,22,3,4,80,1,10,2,3,1,1,1,1
28,Yes,Travel_Rarely,1263,Sales,24,2,Life Sciences,1,885,1,Male,80,3,1,Sales Representative,3,Married,3495,12550,3,Y,Yes,23,4,1,80,0,21,2,4,5,2,0,3
35,No,Travel_Rarely,331,Research & Development,23,4,Technical Degree,1,886,4,Male,72,2,3,Laboratory Technician,4,Married,11404,25110,1,Y,No,16,4,3,80,0,1,3,2,1,1,1,1
31,Yes,Travel_Rarely,939,Research & Development,6,4,Human Resources,1,887,2,Female,71,4,5,Research Director,1,Single,13216,26820,5,Y,Yes,16,3,4,80,0,5,5,3,1,1,1,1
